objectid,title,attribution,classification,iiifthumburl
41783,Dr. Weidner,Max Beckmann,Print,"https://api.nga.gov/iiif/f676878a-0770-4222-90f2-281f72211bc1/full/!200,200/0/default.jpg"
42683,The Explorer Vicomte de Brettes (L'explorateur L.J. Vicomte de Brettes?),Henri de Toulouse-Lautrec,Portfolio,"https://api.nga.gov/iiif/7013b870-bba7-41a3-b097-f9a118d9c59a/full/!200,200/0/default.jpg"
42846,"Grain Thrashers, Old Mexico",Reynold Weidenaar,Print,"https://api.nga.gov/iiif/13768513-2b3f-4cbc-acac-88a17fba8ba3/full/!200,200/0/default.jpg"
42930,The Laundresses,Théophile Alexandre Steinlen,Painting,"https://api.nga.gov/iiif/c33106ab-4bdb-4c02-9dc5-d38eda2ded6f/full/!200,200/0/default.jpg"
42958,Dire... que nous avons un fils qui est... avocat...,Honoré Daumier,Print,"https://api.nga.gov/iiif/d830894e-c683-4cc4-99a0-6cd3386e4385/full/!200,200/0/default.jpg"
43421,The Windmill,Rembrandt van Rijn,Print,"https://api.nga.gov/iiif/e533723c-07ed-449b-a7fc-67bbbbe9e1be/full/!200,200/0/default.jpg"
43422,Landscape with a View toward Haarlem (The Goldweigher's Field),Rembrandt van Rijn,Print,"https://api.nga.gov/iiif/7f01392a-1eb8-4bf0-baa5-bce50290ab07/full/!200,200/0/default.jpg"
43423,Young Man in a Velvet Cap (Petrus Sylvius?),Rembrandt van Rijn,Print,"https://api.nga.gov/iiif/07c97e64-21a6-4118-bc70-df829d9c8bb0/full/!200,200/0/default.jpg"
43424,Faust,Rembrandt van Rijn,Print,"https://api.nga.gov/iiif/ce37ead0-a557-4ae5-b364-e9d156d8d2f9/full/!200,200/0/default.jpg"
43619,Drover with Calves in a Country Cart,Thomas Gainsborough,Drawing,"https://api.nga.gov/iiif/31321d18-7923-46b4-8fe9-8b7398d75e6a/full/!200,200/0/default.jpg"
43675,George Dodd,John Neagle,Painting,"https://api.nga.gov/iiif/84b1ff7b-482c-40d0-b918-2ed4b1b89a39/full/!200,200/0/default.jpg"
43673,Louis Husson,Thomas Eakins,Painting,"https://api.nga.gov/iiif/c2dca112-8970-4ad5-a96c-e15152e19291/full/!200,200/0/default.jpg"
43674,Annie C. Lochrey Husson (Mrs. Louis Husson),Thomas Eakins,Painting,"https://api.nga.gov/iiif/cabcfcd6-68e8-4383-b41f-4642df5a8012/full/!200,200/0/default.jpg"
43717,The Battle of Padua,Hans Burgkmair I,Print,"https://api.nga.gov/iiif/5b6aa5f9-8c4c-4745-a312-9595fd2f3be4/full/!200,200/0/default.jpg"
45639,Campaign Sketches: Our Jolly Cook,Winslow Homer,Print,"https://api.nga.gov/iiif/ce37608c-91b0-4a2f-ac85-a209e8ae5626/full/!200,200/0/default.jpg"
45857,Skating Scene,John Toole,Painting,"https://api.nga.gov/iiif/acf6fb2a-7774-49a5-9b9b-05740a8191fe/full/!200,200/0/default.jpg"
45858,"Burning of Old South Church, Bath, Maine",John Hilling,Painting,"https://api.nga.gov/iiif/c8befcd8-4237-4652-ba45-b6da85b6f23e/full/!200,200/0/default.jpg"
48284,Old Man Facing Left,Anatoli Lvovich Kaplan,Print,"https://api.nga.gov/iiif/4fa14458-8728-43b4-96af-adb1e97a1a53/full/!200,200/0/default.jpg"
46060,Bacchus and Ariadne,Giovanni Battista Tiepolo,Painting,"https://api.nga.gov/iiif/3b398f2e-ba99-4455-b55f-824e39f849f5/full/!200,200/0/default.jpg"
46099,John Smith Warner (?),American 19th Century,Painting,"https://api.nga.gov/iiif/3e131331-3120-46f3-8684-b4170cbe6e39/full/!200,200/0/default.jpg"
46102,Madonna and Child Enthroned with Saint Peter and Saint Paul,Domenico di Bartolo,Painting,"https://api.nga.gov/iiif/6cdc6222-4662-4ae2-8609-7ccbb695f0fa/full/!200,200/0/default.jpg"
46105,Alexander the Great Threatened by His Father,Donato Creti,Painting,"https://api.nga.gov/iiif/2a459971-4db4-4165-a368-358029dbe200/full/!200,200/0/default.jpg"
46113,Madame David,Jacques-Louis David,Painting,"https://api.nga.gov/iiif/96140f3f-0521-47de-9d75-ed0b8b7d30f1/full/!200,200/0/default.jpg"
46149,Ceres (Summer),Antoine Watteau,Painting,"https://api.nga.gov/iiif/768878fe-0382-42fb-a74e-536be63690e7/full/!200,200/0/default.jpg"
46151,Saint Jerome and the Angel,Simon Vouet,Painting,"https://api.nga.gov/iiif/8cb10467-fce1-444c-8412-168ec845b730/full/!200,200/0/default.jpg"
46154,"Prince Hercule-François, Duc d'Alençon",French 16th Century,Painting,"https://api.nga.gov/iiif/82e02d35-bc10-4ac7-a566-d120f3adf6a7/full/!200,200/0/default.jpg"
46174,Still Life with Sweets and Pottery,Juan van der Hamen y León,Painting,"https://api.nga.gov/iiif/939e38de-4d5f-416b-9cb4-2eea07e58793/full/!200,200/0/default.jpg"
46190,The Larder,Anton Maria Vassallo,Painting,"https://api.nga.gov/iiif/a8d4c0cb-e506-40ad-8b78-59b3121c4ca7/full/!200,200/0/default.jpg"
47768,Invention charivarique,Honoré Daumier,Print,"https://api.nga.gov/iiif/947a5d7b-b14c-4f53-8e08-35ffa9799d37/full/!200,200/0/default.jpg"
46426,"Lake Albano, Sunset",George Inness,Painting,"https://api.nga.gov/iiif/9fdba581-b3f5-43c5-977a-f0d4c4835581/full/!200,200/0/default.jpg"
46429,The Beautiful Virgin of Regensburg,Albrecht Altdorfer,Print,"https://api.nga.gov/iiif/c63217c4-aa92-49d8-930b-ddb672f9e7b5/full/!200,200/0/default.jpg"
46430,The Nativity,Israhel van Meckenem after Hans Holbein the Elder,Print,"https://api.nga.gov/iiif/e28d2352-8636-4686-9f5e-218135babc10/full/!200,200/0/default.jpg"
46431,Miss Grace Woodhouse,John Singer Sargent,Painting,"https://api.nga.gov/iiif/f342d303-e43d-47eb-b327-8929db41f333/full/!200,200/0/default.jpg"
46468,The Duke of Wellington,Workshop of Francisco Goya,Painting,"https://api.nga.gov/iiif/d9b0b4ca-dc3d-4ec2-9794-552d4ed0349d/full/!200,200/0/default.jpg"
46558,The Lone Tenement,George Bellows,Painting,"https://api.nga.gov/iiif/bf35b647-0355-44d7-a684-5a193a937b9d/full/!200,200/0/default.jpg"
46499,Mademoiselle de Fitz-James,Henri Fantin-Latour,Painting,"https://api.nga.gov/iiif/446671ef-a5d1-4e77-b059-bef1c696cee6/full/!200,200/0/default.jpg"
46500,Self-Portrait,Henri Fantin-Latour,Painting,"https://api.nga.gov/iiif/47e0968b-3989-4a69-b185-66f490d8e5e7/full/!200,200/0/default.jpg"
46508,Madame Uhring,Jean-Jacques Henner,Painting,"https://api.nga.gov/iiif/56e00dcd-9cd2-42f0-8c85-3f43c9e05936/full/!200,200/0/default.jpg"
46510,Girl with a Dove,Marie Laurencin,Painting,"https://api.nga.gov/iiif/8edeacf2-a972-487a-a2b0-94a20724e319/full/!200,200/0/default.jpg"
46511,Maud Dale,Fernand Léger,Painting,"https://api.nga.gov/iiif/00b4a35f-7237-4c69-a504-050faa691ff2/full/!200,200/0/default.jpg"
46507,Alsatian Girl,Jean-Jacques Henner,Painting,"https://api.nga.gov/iiif/467b3ed9-5955-4809-a000-c2c5894e4432/full/!200,200/0/default.jpg"
46509,Ulysses,Jean-Auguste-Dominique Ingres,Painting,"https://api.nga.gov/iiif/f58ba808-75c4-4508-ac30-4ecbc8b28f84/full/!200,200/0/default.jpg"
46517,Leconte de Lisle,Jean-François Millet,Painting,"https://api.nga.gov/iiif/1a0fe50c-1c07-4d12-b240-34552366ab63/full/!200,200/0/default.jpg"
46518,Portrait of a Man,Jean-François Millet,Painting,"https://api.nga.gov/iiif/b9dfb7cf-204d-45d6-9f8f-ecc088ab2686/full/!200,200/0/default.jpg"
46527,Le gourmet,Pablo Picasso,Painting,"https://api.nga.gov/iiif/e19a2b28-639c-4d6a-848c-da253d5ee6b9/full/!200,200/0/default.jpg"
46545,Théodore Duret,Edouard Vuillard,Painting,"https://api.nga.gov/iiif/d24df33e-1403-4e96-ad1b-b6f41a9e8c1a/full/!200,200/0/default.jpg"
46559,Nude with Red Hair,George Bellows,Painting,"https://api.nga.gov/iiif/e6bf3533-0480-4087-b10a-974116c01d5f/full/!200,200/0/default.jpg"
46573,Woman with a Sunflower,Mary Cassatt,Painting,"https://api.nga.gov/iiif/6ee124da-972a-4f02-83b8-7dc09c33f17c/full/!200,200/0/default.jpg"
46574,Woman with a Red Zinnia,Mary Cassatt,Painting,"https://api.nga.gov/iiif/75053280-1338-4265-9256-2d4c06e41c31/full/!200,200/0/default.jpg"
46575,"The Artist's Son, Paul",Paul Cezanne,Painting,"https://api.nga.gov/iiif/60813dbf-937b-482d-b050-87104b70bb29/full/!200,200/0/default.jpg"
46576,Louis Guillaume,Paul Cezanne,Painting,"https://api.nga.gov/iiif/4adea567-b912-4581-aa43-1247fde6d3b8/full/!200,200/0/default.jpg"
46581,Chrysanthemums,Unknown or Possibly American 19th Century,Painting,"https://api.nga.gov/iiif/66525870-5e57-46db-83ef-f9376f9a8949/full/!200,200/0/default.jpg"
46582,Conversation among the Ruins,Giorgio De Chirico,Painting,"https://api.nga.gov/iiif/7d858a8a-8f71-425b-982c-38dfbcd4bce8/full/!200,200/0/default.jpg"
46590,The Sacrament of the Last Supper,Salvador Dalí,Painting,"https://api.nga.gov/iiif/bc32f24c-0890-45ab-9331-aaa218f06de9/full/!200,200/0/default.jpg"
46596,Madame Camus,Edgar Degas,Painting,"https://api.nga.gov/iiif/aca3980f-d5bc-44cb-940d-791f9e8efc88/full/!200,200/0/default.jpg"
46611,Café du Dôme,Guy Pène du Bois,Painting,"https://api.nga.gov/iiif/86d6c5b9-c1d0-43ea-8c07-ac289d7c26e6/full/!200,200/0/default.jpg"
46622,The Basket of Flowers,Frederick Carl Frieseke,Painting,"https://api.nga.gov/iiif/ff1d89ca-7eb4-445d-87cd-35214bd3fff2/full/!200,200/0/default.jpg"
46623,Brittany Landscape,Paul Gauguin,Painting,"https://api.nga.gov/iiif/931a47ee-9891-4040-a5f0-0308c4e4c2c2/full/!200,200/0/default.jpg"
46639,The Pont Neuf,Albert Marquet,Painting,"https://api.nga.gov/iiif/7f8a008c-4652-4e02-848c-2a92e405335d/full/!200,200/0/default.jpg"
46640,La coiffure,Henri Matisse,Painting,"https://api.nga.gov/iiif/62c0e343-9e01-4b3c-b539-38929f691e04/full/!200,200/0/default.jpg"
46746,Wilfred Owen,Leonard Baskin after Ben Shahn,Print,"https://api.nga.gov/iiif/c209bfed-aed0-419f-81d3-86a2a36ff232/full/!200,200/0/default.jpg"
46648,Léon Bakst,Amedeo Modigliani,Painting,"https://api.nga.gov/iiif/b87b09a9-bc5c-4c95-8010-69c7c2abcd05/full/!200,200/0/default.jpg"
46650,Madame Kisling,Amedeo Modigliani,Painting,"https://api.nga.gov/iiif/0c7e6380-3074-4a4f-aab0-570a6f00ca2b/full/!200,200/0/default.jpg"
46653,Woman Seated under the Willows,Claude Monet,Painting,"https://api.nga.gov/iiif/7dbe4a11-dbd7-404a-a199-dfb5c5ddc802/full/!200,200/0/default.jpg"
46658,"Waterloo Bridge, Gray Day",Claude Monet,Painting,"https://api.nga.gov/iiif/5f0f2f71-1428-4fc7-a951-0fab4fe39ffd/full/!200,200/0/default.jpg"
46668,Dora Maar,Pablo Picasso,Painting,"https://api.nga.gov/iiif/1a3b08ef-4707-4435-85b8-266511477d39/full/!200,200/0/default.jpg"
46677,Spring Woods,Henry Ward Ranger,Painting,"https://api.nga.gov/iiif/79cb3eba-4af9-4197-87a3-d61ca03ed227/full/!200,200/0/default.jpg"
46678,Evocation of Roussel,Odilon Redon,Painting,"https://api.nga.gov/iiif/3a66581f-ed84-47d2-994c-de44b957caef/full/!200,200/0/default.jpg"
46683,"Caroline Rémy (""Séverine"")",Auguste Renoir,Drawing,"https://api.nga.gov/iiif/d98fc41b-363d-4bd9-b7c3-c0ba7e5c0b64/full/!200,200/0/default.jpg"
48445,Saint Cecilia in a Landscape,Balthasar Moncornet,Print,"https://api.nga.gov/iiif/7a875b35-eab0-4b5e-a46d-2675d2e2b6f8/full/!200,200/0/default.jpg"
46696,Quadrille at the Moulin Rouge,Henri de Toulouse-Lautrec,Painting,"https://api.nga.gov/iiif/a338667a-aa34-478d-9108-d44e88acd718/full/!200,200/0/default.jpg"
46734,Terraces and Houses,Ross Abrams,Print,"https://api.nga.gov/iiif/0993c4f9-c21b-486e-9f4a-196dcef9d36d/full/!200,200/0/default.jpg"
46989,Saint Francis,Emil Weddige,Print,"https://api.nga.gov/iiif/3b024beb-a4a4-4915-aa52-aa7f904fdaa4/full/!200,200/0/default.jpg"
47561,Drought,Lars Bo,Print,"https://api.nga.gov/iiif/460683e5-262a-432a-b52e-88f5da713fc7/full/!200,200/0/default.jpg"
47910,Shadows,Van Elliott,Print,"https://api.nga.gov/iiif/8b2447e9-b9d0-45fa-898d-59dc2cb825fa/full/!200,200/0/default.jpg"
49092,Grapevine,Pierre Laprade,Print,"https://api.nga.gov/iiif/e1cebe19-0eb1-4c9a-a13b-fb6cf4f5fec5/full/!200,200/0/default.jpg"
49842,Interior,John Henry Rock,Print,"https://api.nga.gov/iiif/556f9da7-9ce4-4972-b36d-93cfcf029f25/full/!200,200/0/default.jpg"
50291,Eleazer Tyng,John Singleton Copley,Painting,"https://api.nga.gov/iiif/e3a5ab58-0e84-46aa-9bce-b7e6f8f45ed5/full/!200,200/0/default.jpg"
50714,David Ben Gurion,Arthur William Heintzelman,Drawing,"https://api.nga.gov/iiif/87478f17-d112-44b0-8ba7-d99067612dba/full/!200,200/0/default.jpg"
50715,Portrait of David Ben Gurion (no. 3),Arthur William Heintzelman,Print,"https://api.nga.gov/iiif/e96860cf-b337-4473-94e9-acc36f94b0a6/full/!200,200/0/default.jpg"
50713,Mother and Mary,Edmund Charles Tarbell,Painting,"https://api.nga.gov/iiif/c55eca57-b6b8-4c10-8e6f-f378014f486d/full/!200,200/0/default.jpg"
50725,"Wreath of Laurel, Palm, and Juniper with a Scroll inscribed Virtutem Forma Decorat [reverse]",Leonardo da Vinci,Painting,"https://api.nga.gov/iiif/ff62e8d0-45c4-498f-ad36-6358de827e04/full/!200,200/0/default.jpg"
50726,The Temptation of Christ,Juan de Flandes,Painting,"https://api.nga.gov/iiif/187aebc3-ef48-4f5f-8dd2-8b5c74b298ab/full/!200,200/0/default.jpg"
50728,Sketch for Ohio State Capitol Design,Thomas Cole,Painting,"https://api.nga.gov/iiif/23f6c82f-a9d5-480c-b675-dc1f4e454bee/full/!200,200/0/default.jpg"
51096,Portrait of a Man in a Wide-Brimmed Hat,Flemish 17th Century (Possibly Jan Cossiers),Painting,"https://api.nga.gov/iiif/16707b5a-1217-4e98-8133-b3d552380b4a/full/!200,200/0/default.jpg"
51097,The Lamentation,Albrecht Dürer,Print,"https://api.nga.gov/iiif/0526d410-f65c-40fc-adc8-adb8a5be5be6/full/!200,200/0/default.jpg"
51098,The Virgin Nursing the Christ Child  with Four Angels,Albrecht Dürer,Print,"https://api.nga.gov/iiif/78b05c0c-87bc-4ebb-bafa-20707e2cb74c/full/!200,200/0/default.jpg"
51099,Saint Matthias,Albrecht Dürer,Print,"https://api.nga.gov/iiif/4879ecd7-f20a-4c80-8a83-abfa2c1f379b/full/!200,200/0/default.jpg"
51100,Saint Erasmus,Albrecht Dürer,Print,"https://api.nga.gov/iiif/a1b6baf7-5cde-4168-b416-8ecfd1aeb110/full/!200,200/0/default.jpg"
51132,Prima Causa (First Cause),Master of the E-Series Tarocchi,Print,"https://api.nga.gov/iiif/a9f1cfea-032d-4e8d-afa6-bf7eca024640/full/!200,200/0/default.jpg"
51134,Saddler's Work Bench,Kathleen Spagnolo,Index of American Design,"https://api.nga.gov/iiif/05b0a8ac-6c39-48a1-89f7-e6303fb137c5/full/!200,200/0/default.jpg"
51140,Archery Contest,Chinese Qing Dynasty,Painting,"https://api.nga.gov/iiif/e0812330-4915-4452-9b71-a0bac1147a07/full/!200,200/0/default.jpg"
52081,San Andreas III,Lawrence Calcagno,Painting,"https://api.nga.gov/iiif/835f5eee-6399-43d8-8bfc-dcaf2a3effd8/full/!200,200/0/default.jpg"
52082,Man Monkey,John Sloan,Print,"https://api.nga.gov/iiif/482510ff-c20e-4a67-a1dd-8955c85c2408/full/!200,200/0/default.jpg"
52083,"Sous-Marin Minerve, Disparu le 27 Janvier 1968",Jean Delpech,Print,"https://api.nga.gov/iiif/dff53167-880b-49d9-aa63-9200c125eade/full/!200,200/0/default.jpg"
52157,On the Jetty,Eugène Boudin,Painting,"https://api.nga.gov/iiif/5cf55c86-c394-4f98-98ac-e8080eb56fa3/full/!200,200/0/default.jpg"
52164,Paris Scene with Bridge,Jean-Charles Cazin,Painting,"https://api.nga.gov/iiif/6af1879d-c050-4ea3-bd99-84ec7dede8ba/full/!200,200/0/default.jpg"
52165,Banks of the Seine at Médan,Paul Cezanne,Painting,"https://api.nga.gov/iiif/e9d26ac4-eca2-4102-8728-51d4b131aebe/full/!200,200/0/default.jpg"
52166,Bridge on the Saône River at Mâcon,Jean-Baptiste-Camille Corot,Painting,"https://api.nga.gov/iiif/173199d6-cab0-4c52-9d36-25da0c54f10e/full/!200,200/0/default.jpg"
52174,Regatta at Cowes,Raoul Dufy,Painting,"https://api.nga.gov/iiif/d7b9bbd2-8e66-4c67-9957-66ff8865eaea/full/!200,200/0/default.jpg"
52175,Regatta at Henley,Raoul Dufy,Painting,"https://api.nga.gov/iiif/c74a8d1e-81c0-440a-bd02-acd07b5c6de1/full/!200,200/0/default.jpg"
52176,The Basin at Deauville,Raoul Dufy,Painting,"https://api.nga.gov/iiif/74e9e729-32f7-4eff-8984-0c6183ecabd0/full/!200,200/0/default.jpg"
52184,Still Life,Henri Matisse,Painting,"https://api.nga.gov/iiif/06ef1671-16e0-4706-b7c7-7cb85e4d9002/full/!200,200/0/default.jpg"
52187,Ships Riding on the Seine at Rouen,Claude Monet,Painting,"https://api.nga.gov/iiif/73069488-cbc0-412b-a9fd-8094e24e2915/full/!200,200/0/default.jpg"
52190,"The Island of Raguenez, Brittany",Henri Moret,Painting,"https://api.nga.gov/iiif/7a87f86c-c6c7-42e0-a433-28f944de30f1/full/!200,200/0/default.jpg"
52194,Girl in a Boat with Geese,Berthe Morisot,Painting,"https://api.nga.gov/iiif/5568ca30-4751-4861-b31a-9515a6114398/full/!200,200/0/default.jpg"
52199,"Place du Carrousel, Paris",Camille Pissarro,Painting,"https://api.nga.gov/iiif/2f61c3b8-00ff-41d4-941a-9d639c291472/full/!200,200/0/default.jpg"
52200,Flowers in a Vase,Odilon Redon,Painting,"https://api.nga.gov/iiif/f6d58869-3d3a-480d-bf1b-0eeddee012a3/full/!200,200/0/default.jpg"
52201,Head of a Dog,Auguste Renoir,Painting,"https://api.nga.gov/iiif/4bb653ec-5b4f-4c4b-b7ee-7c94ef4d5b79/full/!200,200/0/default.jpg"
52214,Child with Brown Hair,Auguste Renoir,Painting,"https://api.nga.gov/iiif/d95eb54e-9761-4eaa-9517-d3dadad71c4c/full/!200,200/0/default.jpg"
52209,Landscape between Storms,Auguste Renoir,Painting,"https://api.nga.gov/iiif/33e69f85-6eec-4d80-8ddd-48fde0795bef/full/!200,200/0/default.jpg"
52217,Small Study for a Nude,Auguste Renoir,Painting,"https://api.nga.gov/iiif/18480bb2-1e28-4b33-a757-f6e87f677949/full/!200,200/0/default.jpg"
52225,"Study for ""La Grande Jatte""",Georges Seurat,Painting,"https://api.nga.gov/iiif/a65a3648-e5a9-48a5-82c6-e002562a2baa/full/!200,200/0/default.jpg"
52295,Two Children,British 19th Century after George Henry Harlow,Print,"https://api.nga.gov/iiif/f22aa396-3015-4ccb-9d93-3ba12d42ffc6/full/!200,200/0/default.jpg"
52232,"Rue Cortot, Montmartre",Maurice Utrillo,Painting,"https://api.nga.gov/iiif/bccd220c-47ef-4302-9f19-3731ef7b1dda/full/!200,200/0/default.jpg"
52240,Woman Sitting by the Fireside,Edouard Vuillard,Painting,"https://api.nga.gov/iiif/e9e472f9-3319-4b9b-804e-0ed4dcb454d6/full/!200,200/0/default.jpg"
52254,Heaton Park Races,John Ferneley,Painting,"https://api.nga.gov/iiif/db0af639-beb9-43d1-a661-9422c8050a35/full/!200,200/0/default.jpg"
52255,Love as Folly,Jean Honoré Fragonard,Painting,"https://api.nga.gov/iiif/362a8782-f0fd-4093-88f9-36cd0cbfed9b/full/!200,200/0/default.jpg"
52310,Houses by a Road,Camille Pissarro,Drawing,"https://api.nga.gov/iiif/1ae5e68d-989a-4b5a-9b27-37bf70502dfa/full/!200,200/0/default.jpg"
52394,The Good Samaritan,Jean-Marie Delatre and Simon Francois Ravenet I after William Hogarth,Print,"https://api.nga.gov/iiif/26416337-72de-4109-a1ef-725caaa1a530/full/!200,200/0/default.jpg"
52395,The Pool of Bethesda,Simon Francois Ravenet I and Victor Marie Picot after William Hogarth,Print,"https://api.nga.gov/iiif/be21baf6-9be1-4e22-8070-14b40eff1535/full/!200,200/0/default.jpg"
52445,Bizarre,Allen Tucker,Painting,"https://api.nga.gov/iiif/30d87f23-329a-468e-b2bb-1491554293d8/full/!200,200/0/default.jpg"
52446,"Madison Square, Snow",Allen Tucker,Painting,"https://api.nga.gov/iiif/d0d76f21-3750-4ab5-b772-e046d638e96a/full/!200,200/0/default.jpg"
52448,Antique Subject,Style of Angelica Kauffmann,Drawing,"https://api.nga.gov/iiif/ad7c81af-c9dc-4287-9804-37b2b9fc2b18/full/!200,200/0/default.jpg"
52605,Allegory of Age,Jacob Matham,Drawing,"https://api.nga.gov/iiif/b66aaea0-48ca-4e14-88fd-e97176ad265c/full/!200,200/0/default.jpg"
52606,Study for Miraculous Draught of Fishes (?),Jean-Baptiste Jouvenet,Drawing,"https://api.nga.gov/iiif/42d892d9-c0d7-426b-85ea-01b2d4e91225/full/!200,200/0/default.jpg"
52613,God the Father and Angels on Clouds,Raffaello Motta,Drawing,"https://api.nga.gov/iiif/ec91a5a5-5d63-47f7-8d10-4c9b65287ced/full/!200,200/0/default.jpg"
52623,Vista from a Grotto,David Teniers the Younger,Painting,"https://api.nga.gov/iiif/5957bfe0-b75d-4fd7-b461-f8a96440f798/full/!200,200/0/default.jpg"
53122,"Montagne Sainte-Victoire, from near Gardanne",Paul Cezanne,Painting,"https://api.nga.gov/iiif/ab3bbe10-cfa7-479b-86df-d13a476e975c/full/!200,200/0/default.jpg"
53128,Still Life,André Derain,Painting,"https://api.nga.gov/iiif/b7178b54-254c-4db1-b916-9e2b2aa1f4c4/full/!200,200/0/default.jpg"
53140,Lady with a Dog,Henri de Toulouse-Lautrec,Painting,"https://api.nga.gov/iiif/12fe2768-f444-4d16-a86b-1ddc5bd01423/full/!200,200/0/default.jpg"
53450,The Holy Family,Guido Reni,Print,"https://api.nga.gov/iiif/76be594a-15e1-4568-af20-f014bb18a44a/full/!200,200/0/default.jpg"
53527,Still Life,Giorgio Morandi,Print,"https://api.nga.gov/iiif/435ee833-5b8b-4798-b244-754e984e3d21/full/!200,200/0/default.jpg"
53528,Saint Alban of Mainz,Tyrolean 16th Century,Painting,"https://api.nga.gov/iiif/84566465-2c6a-4fd1-b933-9fb84f0cb3df/full/!200,200/0/default.jpg"
53529,Saint Wolfgang,Tyrolean 16th Century,Painting,"https://api.nga.gov/iiif/8fbd2f18-6086-43b3-8076-ae850dd13393/full/!200,200/0/default.jpg"
53807,The Wolf and the Crane,Allart van Everdingen,Print,"https://api.nga.gov/iiif/15f9f491-ad09-406b-ae96-96aced9ae73e/full/!200,200/0/default.jpg"
53808,The Wolves on the Ice,Allart van Everdingen,Print,"https://api.nga.gov/iiif/9a219d79-103b-4b00-a5a6-d51382f2c224/full/!200,200/0/default.jpg"
53809,The Wolf and the Well,Allart van Everdingen,Print,"https://api.nga.gov/iiif/4784cc21-e9fa-4234-8929-d529a604c09b/full/!200,200/0/default.jpg"
54135,Pierrot,Jacques Lipchitz,Drawing,"https://api.nga.gov/iiif/214a98ed-b528-4ad1-8551-108e218834fb/full/!200,200/0/default.jpg"
54132,Volendam Street Scene,Robert Henri,Painting,"https://api.nga.gov/iiif/fa81f65e-457b-4513-b374-93bc55b19cf2/full/!200,200/0/default.jpg"
54183,Mound,Milton Resnick,Painting,"https://api.nga.gov/iiif/f4d99bd0-7082-411f-a2dd-e6ac9c0469ab/full/!200,200/0/default.jpg"
55017,Saint Benoit,Claude Mellan,Print,"https://api.nga.gov/iiif/459659f7-482c-4c9f-9c49-ccea1ebd7cf5/full/!200,200/0/default.jpg"
55058,Etienne Pasquier,Léonard Gaultier,Print,"https://api.nga.gov/iiif/bd2bf095-da03-4374-8af8-2c7cc56fcd4a/full/!200,200/0/default.jpg"
55568,"Untitled (Poster for Smithsonian Resident Associate Program, Tenth Anniversary)",Gene Davis,Print,"https://api.nga.gov/iiif/350b35fa-b6d7-425a-bc55-0e5091b7dfc0/full/!200,200/0/default.jpg"
55569,"Untitled (Poster for Smithsonian Resident Associate Program, Tenth Anniversary)",Gene Davis,Print,"https://api.nga.gov/iiif/1813f344-45c8-4e40-9795-60c2b126c7cf/full/!200,200/0/default.jpg"
